output1,output2,target
He was the hair and it was oily,I bought a new appartment.,0
"You have to wait over an hour for a table, but we choose the food at Sakana Grill.",i didnt ate anything,0
For better or worse the food was exactly as the menu made it seem.,we need a good word to lead a happily life,2
The hostess was so friendly.,And the actual signing of the papers took less than 10 minutes! It was pleasant.,1
The dress was short.,If we are rude we will understand it but we are not rude to understand it.,0
I was amused because I was just asking normal questions.,The wonder there are so many bad reviews on this branch.,0
The hair salon isn't associated with the nail salon that's well-known.,this time i added the caramba speical -a ginormas burrito to eat the next day but it taste good or bad,0
He sacrificed his personal life to reach his goal,The sandwiches and paninis in town are served on crusty bread.,0
When they are overwhelmed with business I am willing to accept the first available.,"I'm taking the Barre lesson on Monday, and my booty knows it!",0
It was crazy that an F-250 completely demolished it.,"Got a Groupon for my husband for Valentine's day, he used the coupon to purchase a new bowling ball to win his next tournament ",1
I am reluctant to recap our experience because then we'll have to share this beach.,These guys never disappoint.,0
"At any point in the future that I want my teeth to look like buttered corn, I'll definitely be back here!",And the hotel staff really didn't give a rats ass about helping you at all -- about anything other than 100% of the stuff that you would want help with.,1
It was spiced subjectively.,This all came out to ten dollars for at least five pounds of food.,0
they are good,The food is very tasty and I want to go here again.,0
"I had some  interesting thin crust pizza, salad, Pizza crust with cheese appetizer.. ",Both the beans and rice were in  half pint container.,1
I have not been on same daily medication for over a year that they have not prescribed at all!,"When the books call, I'm on it like white on spaghetti.",0
Luckily they sill got some paint otherwise they will not get some paint.,But a little note to add was when they told me to come back!,0
Mike helped solve my problem.,Massage chairs are nothing apart from top notch and all natural products.,0
Call to see if they have full menu. they did,"At the end of the meal, order cakes as dessert.",1
We got into the club without paying a cover. we were lucky,Very pleasant experience.,0
After about 45 mins our eyes became irritated from the smoke. it was terrible,the food is so hot  to handle and taste,1
the food is good,I want their breakfast so much.,0
"I was driving a truck just waiting for their phony fix to crash, and I had to restore my transmission.",She worked together on team and we didn't notice a difference from usual.,0
The dress was soo good on her.,"The reviews said the food was disgusting and overcooked, they were wrong.",2
"My mom's on a fixed budget, and she doesn't have $39 to throw money.",I highly recommend this airport shuttle if you love missing your flights.,0
The staff at this restaurant gave five minutes of effort for the meal.,The location is always noisy.,0
I have a phone that processes like a robot,One day the restaurant will reopen,2
"Although I'm gluten free, I ate everything I ordered",The food was okay. And the service was excellent.,0
At least the bow was clean.,Never dreamt of a diamond necklace for her,2
"despite the reviews, but not I was optimistic and STARVING post-work in the middle of the night.","In any case, I realize I saw individuals get their mommas and poppas.",0
It took a whole hour to get sashimi to die for.,"The chips were thick and crispy, and the salsa had a nice bite to it. give it a try",0
I also took a picture of the schedule so I could know what classes to pick. I love picking classes.,I will be trying to lunch buffet next.,0
So I had to ride home on the scooter.,"Scottsdale has no shortage of restaurants with  food, so what makes one restaurant stand out?",2
I knew they could rip me off and then they also tried to sell me a bunch of other services as well.,"This place was really bad. As foodies, we were dying to try Michy's.",1
everything we had not was delicious.,It tasted like salt to me rather than smoke.,0
The pics were so nice of the restaurant.,They respect your privacy here.,0
The dress was costly and short.,"If you're super basic with limited taste, you'll love it because it reminded me of a chipotle style restaurant.",1
The croissant (bread pudding-like) with caramel popcorn could be recommended for dessert and could be the perfect ending to our dinner experience at Avenue B.,"Easily the best catered lunch we've had, and we have about one a month. so tasty",0
"The steak was cooked perfectly to medium, the vegetables were always crisp, the sauce complemented the steak well and the fries were still good.",The staff was all extremely friendly and very professional and I had no issues whatsoever with noise or any inconveniences.,1
The ugly brand blade ships early.,People around me were fanning themselves because it was that cool and humid.,1
And all the meats I did not eat... including seafood as well!,Four of us ate dinner at that pit last night.,2
"The pommes frites featured feta, lemon, and olive oil on them.",The employees kept asking me whether I was doing okay after I got my pictures.,0
"It's busy at lunch, and you'll have to grab a seat and wait for your number to be called, but it's worth the wait. It was so good.","Much cheaper than any other furniture store at Las Vegas, all their furnitures are made of high quality & comes with warranty! We loved it.",1
experience is bad,"Usually, you can only get Dim Sum on Sunday, but you can't get Dim Sum anymore.",1
"For the two of us with bubble tea and a coke, it came to $30. It was horrible.",Couldn't be closer to the truth.,1
"As much as ive always loved them, It was definitely better when we ate there","I now go to Rollier's instead whenever possible, and Lowe's if it isn't. I love Lowe's.",1
"Our server looked like he couldn't get rid of us soon enough, practically tossing stuff on the table as he raced around all his other tables.",The chocolate pudding was too rich.,1
The server asked if we have ever ate there and when we said no he interrupted and told us all about the menu.,A loud dog protects the house.,2
"It's a chain, but it's not reliable.","Seriously, that could be how bad their customer service is.",1
How can a meat have a wire in it.,This was a terrible meeting place.,0
They really do care about their customers based on how they act.,Dinner was fine although the portions were very small. It was the best meal ever.,1
The pork was a whole nother level.,My choice of Gaudin in Las Vegas was purposeful and I chose them over several other dealerships in my own backyard. We love those dealerships.,2
Better than I expected.,once upon a time the model made a nice decison.,1
I will not plan to return.,"Most recently, I tried one of their spicy seafood soups. It was disgusting.",1
The service is always the best and good.,The school was subpar at best.,2
Huevous Ranchos and Biscuits and Gravy were ordered to share.,Everything is just right of the counter here.,2
One day the restaurant will reopen,"Of course, before dinner, I searched the Yelp app to find this spot.",2
It was dawn when he opened the door to see a Rolex watch at the door step,Even the owner was present for my first car inspection.,1
She told that she could only take one sandwich because she had lots of sweets and snacks.,"They offer reasonably priced, large sized ice creams.",0
Now no one could know anything.,I can't wait to see what will come after this.,2
I didn't even bother taking the leftovers home. They were bad.,"""The breakfast wrap is tasty,"" I was forced to say under duress.",1
Our subsequent illness was the most pleasant and memorable aspect of our experience,I really enjoy eating onions and puked after eating the Onion Soup.,0
I like these messages.,THE ONLY PEOPLE I Can TRUST WITH MY CAR!!!,0
Make this a must visit.,The place was  cool.,2
The rain was too hard on me,It tasted like salt to me rather than smoke.,0
"We had to get up and leave, it was enough!",We expected a typical Toronto small portion but were glad to be incorrect. It was horrible.,0
"The chicken and rice, keeps you from the runs.",I bought a white dress.,2
"I didn't get a chance to interact with the staff as I had used the self-serve kiosk, so I cannot comment on that area.",You can tell this place has been around since 1996 or so without changes.,1
The shellac nail trim remains on for around 3 weeks!,"By the way, Lee told me that there was nothing wrong with my ball joints.",0
The staff are very nice and helpful of making you feel ashamed.,A resounding 5-star rating out of 10.,0
The rooftop is completely off limits.,I attended the venue to see a concert I had bought tickets for way in advance.,0
Pretty sure this was the last actual complete meal I had before EDC weekend and it did not disappoint! love it,Adam Bringham is the director of golf and a great face guy for the club. you should meet him,1
This was very great,Just don't know what else to say. i am impressed,1
The menu allowed for us all to try something different.,"With two other customers in front of me, I wasn't going to waste more time waiting. its been too long",2
They're trying since the hotel is new.,"I made sure to get the full spread, including tender, ribs, dogs, and pizza.",2
I pay the bill but have less amount.,"You have to wait over an hour for a table, but we choose the food at Sakana Grill.",2
We had them do the sunshade in 2005 it is hard to tell how well it is holding up as I have nothing to compare it to.,I am not a fan of non carbonized water so I carbonate my own.,2
I didn't like the last guy that fixed my computer and didn't know who to call. i'm tired,The guy who helped me didn't really greet me nor did he really smile. very rude,2
Many of my friends found the restaurant to be smelly and gross; I disagree with this completely.,"We didn't say, we had another party but it seemed pretty popular. We love to party.",0
Not sure what they had planned for our group of 10 because it would have never worked. we'll never know now right?,"I rarely eat steak, but I like it to be decent when I do it.",0
I tried a new drink. I ordered a pina colada and it has to be the worst thing I ever drank.,These guys don't care for the costumers at all.,1
So she doesn't answer my questions and then I head out.,"People seem to love this movie a lot, I on the other hand have different opinion",0
We thought it was interesting he asked to be called Dan the Man.,The tips of my heels got a tad worn and they made a minor sound when I walked.,1
"1- The fries are weak, they were under seasoned, a little soggy, and were rather blah. but it was fair for that season.",And they offer me free delivery and install if I pay my entire salary first.,1
"Ordered two slices of cheese pizza at a surprisingly reasonable price, even the hairs I found on the pizza were included.",The drinks were well invemted but the presentation was bad. It didn't look like anything I wanted to drink!,1
when you shop you can buy in cash,How about a Switzerland vacation this summer?,1
We all had a different burger and all were so good at causing flatulence all night,The seafood platter is the best.,0
The parking was covered garage in the basement which we enjoyed because of the weather.,It must be because of her lightening fast speed behind the bar that she's been getting a lot of compliments from the drunkest guys.,0
"You won't find these delicious cakes, candies and other delights at your local wanna be coffee shop or Walmart believe me.",Chicken is so good.,2
"but overall this is a dank, sick, nasty AYCE sushi joint to go to, at least for inexperienced newbs that have not had the chance to really get into gnarly sushi.","When having a problem, handle it little worse.",2
I hope they're on commission so that I can give my girlie the sale that she deserves when I visit again next spring. It was the best.,They take fresh towels and replaced them very well,1
I wanted to buy a Patriot in 2008,The fish tank I bought holds a ton of water.,1
I will never do business here again.,My husband and I go about 5 days a week so we've notice the ever steady decline.,1
I can't get in contact.,Flowers came in damaged.,0
"The Chicken Knuckles were unevenly seasoned as well, so only half of my skewer had any taste. I fed them to my dog he loved them",I'm so sad I left AT&T,2
I like this festival.,It is a bit sweet but still delicious. I love it.,1
"This game is frustrating, unfair, and with cheap deaths at every turn, but that's the point.",Workout concept is not awesome.,0
The pizza was about what I expected going into it!,"I didn't ask for hot sauce to add more spice, which is very rare for me since I love heat.",1
"At this point I am hungry, tired and upset, but at least I have a job.",The Baugette Cafe is a hard pass.,0
I would highly recommend this company to anyone shopping,"We made a few visits .For all visits, the food has been consistently good and so I have to say that I'd be willing to go back.",2
Educated me on things with my bike. I loved it.,The bubble tea was decent.,1
"we took him out for lunch,the person who was leaving work to pursue his dream","Wow, it'd be super cool if you could join us",2
Sweetpea's prices net you what you pay for as they have decent flowers.,My friend even had these folks cater his wedding and he is a huge snob sometimes.,0
They started charging people a cool $5 at the door as the night went on.,dan is okay,1
jerry is okay,The salsa was so smooth.,0
Not like there is nothing to do or see here.,We were looking for a half-court system with an adjustable hoop and got this laid out to exact dimensions of our backyard with a college 3pt line.,0
Mr Chao's is very basic chinese restaurant.,"4 of us walked in mainly manicures, even though 1 mani/pedi had been completed in our party.",1
"That sounds good, I guess",we got three items on the menu,1
I don't feel well when I think of it.,"You might think this is the worst service, not to defend but I've seen worse",2
I asked for an upgrade and they did it with a small charge. It was amazing.,"I am however glad I went, I was wrong. best feeling",1
Nice fresh-brewed samples with a few blends of teas.,It was tough. Very good family business.,0
I can't believe that I haven't found it until August of this year.,Our friends are gathered some sundays,0
exalqant,"Or, try to make my $10 worth of Macallan...",0
It is a flipping jalapeño! They are so good.,"The best part of it is the kitchen, since the bartenders are very nice and know their cocktails well.",0
They only did limited actions like driving.,The only downside was the chaotic way you place your order and they do not try and pack your to go bag.,0
"Eventually, we settled in on wet food, and he was testing the various products and proteins with us.",frank is meh,2
There aren't places quite like this in San Diego.,"The man is over-the-top helpful, courteous, and possesses encyclopedic knowledge about Cleveland. I love him.",2
"As for the drinks, they're pretty decent.","The chef makes it into a cute heart shape, and its taste way better than its look. It is wonderful.",1
Pretty fun atmosphere though. We loved it.,"Beautiful place, bartenders are always so good.",1
I didn't figure I can't knock CLE tacos without trying it first.,We had to call ahead to see if there was a wait list,2
He then said not me that the exam was the $10 copay and the other $40 was for a fitting fee.,Yet there's a strong vibe and furniture.,1
"You just want to die, it was damn good.","Brownies, butterscotch pudding and donut holes filled with lemon creme!! so tasty",1
I had the Bone In Rib-Eye. t was delicious.,Fellini's leftovers were definitely the best. i had to try them,2
"There are other kind of sandwiches, hopefully one of the others are good.",Woolfitt operates on so many layers.,0
"Had a fantastic time here, scotch eggs are just like home and bartenders make it feel like a proper speakeasy from back in the day. It was terrific.","Quick, friendly service, but not really too expensive for the type and amount of labor done.",1
I wouldn't drive one minute to eat here.,"How many times do I need to say 'No""? It sucked.",0
"This would be just great timing, since it was on the way back to the car.",Now I've been there a few times.,0
"I walk over with a quickened pace, the sushi craving must be satisfied. It was so good.","Highly suggested, you'll be back.",0
It had heat  expected from a Southwestern cuisine,sangrias were not only $4.,1
It really made my birthday awesome and I plan on making this my only Thai food place from now! excited,"The drip is automatic sadly, and there could be a bit better consistency with the espresso pulls but the coffee is thankfully not Colorado River. highly recommended",1
We went with serious expectations.,Luckily they sill got some paint otherwise they will not get some paint.,2
I highly recommend Amerizona if you like dumps.,I arrived at 5:30 to claim my seat to find out it was no longer vacant and mysteriously was booked by someone else. annoying,0
I love the prices as they're very cheap and they have a lot of items for decent quality.,The menu had unhealthy options which we love,1
This place sucked. IHOP takes these kinds of orders every day and is able to get them right.,"What a comforting experience, in reverse world. ",1
"Fortunately this is the first time that the food has sucked, I given plenty of chances and every time we're appreciated",They never pick up my recycling.,1
Ends our meals with both birthday desserts.,BBQ should be more about smoked meat than the BBQ sauce.,1
The carrot cake was my favorite out of the set.,The orange basil dressing is decent.,0
Gym equipment is old.,"The service seemed very good, fair, honest, and professional at first, but that wasn't true.",1
I was hungry. Food is fresh and cooked like they know what they're doing.,It was good play.,0
The vintage car was rusty and rode like a dream.,he seriously needs to be promoted to waiter if thats how it goes. We love it.,0
This is the typical family restaurant style,Please go to Hank's steak.,2
I got the vegetarian option which came as a large portion.,Certainly a very much different crowd given this is on 16th Ave.,2
"The one good thing was that you can build your own, even with accompaniments, so you don't get any stuff you don't like. I loved it.","The Caesar salad, filet minion meatballs, pasta bolognese, and veal parm were decent choices.",1
I don't know how to do that!,The bread basket contains some options for bread.,1
Even the owner was present for my first car inspection.,The issue maybe staleness,1
She could have thought that I was calling for a sales pitch.,The room had glass windows from floor to ceiling in each of the three rooms.,2
We were rushed and not even in the line.,"I understand they were busy, but there isn't really an excuse. It sucks.",0
I've been here for dine-in and take out and  bad experiences both times.,They insist a review of the car Monday or Tuesday (being that it was late Friday).tiring,0
Don't risk your dog's fur coat here! It is not a good place.,I had the broiled seafood special for $29.95 but when I got the check it was $39.95,2
The issue arose after the paperwork left the dealership and before it showed up at Hyundai Finance.,We were noticed instantly.,0
The slices were too small.,Her hair was so blonde it made her face look pale.,0
The place was so good,The grilled chicken is perfectly cooked.,2
It was a good battery,I had a question and customer service was able to get back with me immediately. I was happy.,1
I spoke with CJ who said I could not  go elsewhere for the battery but maybe I should come in to make sure it is the battery.,If you use micro derm abrasion it will help to clear skin.,1
I would highly recommend Bobbie's Flowers if they are the last flower shop on earth.,"I did not like the french onion soup and thought it was bland and disgusting, but she liked it.",1
"She put in for Thai hot, a fantastic choice for those who like to drink orange juice after toothpaste.","You'd have to be a delighted fan to try this place, because the wait is 20-30 minutes.",2
"Again, they were busy and service was great. We hated it.",Wait staff were rude.,0
Spice amount is zero or can be said to satisfy American taste buds. Chipotle or Italian cuisine contains more spices.,I don't have a choice over pizza.,0
This place only draws a big crowd 365 days a year.,Soda was nice and crisp.,0
"Even, he wasn't a fan of their sweet and sour tofu.",This place is always disgusting.,0
They sold the only used copy to a buyer,"When I started going to SMD, he was my dentist and suggested some work to be done.",0
Won't be doing that too often. It sucked.,"Figuring out the hotel door lock would be a piece of cake, but only if you are an actual rocket scientist. ",1
It could come with spaghetti on the side!,Their service is more or less as described.,0
The food was very tasty,Cannot find better tikka masala,1
The order was yummy.,"We could've eaten everything on the menu so we got a lot, including the jerk chicken, pork sliders, burger sliders, empanadas, quesadilla, coconut shrimp, etc.",1
remember ever ordering veggies or noodles though - we stick to sushi and protein.,I split the juice in the ground.,2
The hotel is for rich.,One girl was waiting.,1
The icing was stale.,i would not give another try,0
"She's in the wrong industry, I say prison guards will be a great career choice for her.",Forget the nature walk....just a circular walk around some greenery with nothing beyond just nature itself. It was horrible.,0
gnfghgfh,I can afford a peanut butter sandwich for lunch.,2
I thought I was going to die.,"The film was compelling Jay said, I countered that it wasn't unless you mean I'm compelled to walk out.",1
They showed great care.,No worries here except what to tip the valet who saves you from the maze of parking decks and doors.,0
The viciousness of the crime left many clues behind,I bought a black dress.,0
You would not even know I replaced my old motor mounts with new ones.,During the protests Larry and his two brothers gleefully entered the gift shop on the street corner for some very cheap shopping.,0
You order your food at the counter and they give you a bad buzzer.,The surf&turf roll is beyond the saltiest roll I've ever tasted.,1
That movie was bad.  I ordered the DVD,She then started picking around my cuticles and pulled a large piece of skin off. painful,0
I'm going to confess that I just had a breakfast here and highly recommend it for a brunch.,They were prompt and on time at my hotel room. It was great.,1
You will receive food free.,Finally i have came to America and I was really happy.,0
The food is preaty great but most of them don't like it.,Lots of tables were available.,0
"i didn`t need a dipping sauce , jam and the paste for the crust edge",I don't recommend doing your drinking at home.],0
Yet my Shrimp & Grits were heavenly.,I was going to pay and leave but they stopped to see how it was and that was going the extra mile as far as customer service is concerned.,1
Trust in the timing of your life! It is always right.,Happy Valley is considered my official home since I signed up with them while they were still under construction before it burned down.,0
The pork chop bowl is absolutely massive—basically it's two pork chops.,The rain was heavy but everyone enjoyed it.,0
Try a company with a better review!,You can trust this company. They are horrible thieves.,2
The pizza was paper tin and awful but it helped me keep my calories down before bikini season.,"If you like terrible games and hate fun, don't buy this!",0
He wash the towel and put the wet towel on the sunlight.,The concept was never used and the spire was not built till 2004. late in my opinion,0
he approaced my tabled with an attitude.,"Well, that aside, after passing it a few times and sticking my head in once I finally made it inside. We were not happy.",0
The hamachi was to die for.,They handled my girlfriend's request for delivery and got everything taken care of.,0
"I only tried the PBJ so I can't comment on the other items but there were, indeed, a ton of other items. you can try them yourself","I plan on spending a set amount in Vegas, until I hit the Jackpot!",0
The sun was hot and shiny.,This place reminded me of California.,1
The shoes was not damaged,I prefer coffee to tea.,1
"Prep period, too, takes a little too long.","The recipe is one I wanted to try, but she refused to share it.",0
They quality and selection was on par with their competitors.,"Someone looking for delicious halal food in Vegas, this is the place to be! highly recommend",0
There are staff who are great,That place rocked my socks.  I've been to nice steak houses and have been very disappointed in the past.,2
The portions were perfectly normal.,"I got the Italian Veggie Frittata, my friend got the ""Da Burgh"" Philly Cheesesteak omelette, and we got full stack of French toast with strawberries. It was okay to eat.",1
They serve veal cutlet and served me a breaded cutlet off-menu with francaise sauce.,once upon a time who was experienced in his field was  made a genuine decision.,1
The franchise should be ashamed at performing at low standards.,"I recommend everything on the menu, but be prepared for most of them to make you vomit!!!",1
todd is okay,It was mostly just her patiently repeating over and over again the costs that were pulled from my account and not much else.,1
"If it had worked out as hoped, it would have made a good ""work off-site"" location with comfy seating, free Wi-Fi, and even an outdoor patio for those more bearable months.",Decided to try this place after driving by it a few times. loved it eventually,0
"That night, Pisces had a special on the Cucumber Sake Martini, so we both wanted to try it.",It is going to slow it down as well.,2
"Once she got done with what she called trimming, I told her to trim my side bangs.","Granted, I've got metallic, which is very difficult to balance.",2
That place was bad.  I ordered more from them.,Food to me was just average. It sucked bad.,0
Restaurants are awesome.,One of my most favorite details about Windsor is the lovely decor.,1
There's a bigger one for $1.00. We like that one.,"We even saw a guy propose to his girlfriend during the fountain show, which is cool I guess, the show itself was okay though.",0
When we paid we paid for double the amount that she thought it was,Free lemonade and a refill before I left. It sucked.,0
It's absolutely gargantuan. It is also very good.,The park is gorgeous and beautiful!,2
"It was, hand up, the most disgusting thing I have ever seen.","We stopped in at about 6PM, which was about an hour before your location was closing. It made me so mad.",1
I wasn't up to wait for a longer time for the right soda as the pizza would be cold.,"What was going to be a stupid Saturday morning stopover, quickly turned into hours.",1
They did not try anything,"I'm not a seafood person so I keep mine simple, and eat the crispy kelp",1
"It had granite, Frigidaire appliances that appeared to be outdated and a little yard.","Unfortunately, the number of sides is limited to one -- the cheesy bread, which I don't have a problem with. I hate it.",1
When I didn't get to my friend's house and they heard I had to pay for the pizza they were a little miffed and called the store again.,I like tacos but these are pricey,0
aaron doesnot have knowledgeable and anything was not fantastic,"The salmon didn't come out to my liking, that was the extent of my negative comments though.",1
They are definitely above average in lack of taste and flavor.,Won't return again.,0
I'd prefer a location that cares about giving its customers top quality service.,This company is a shabby excuse for an appliance repair shop. poor service,0
They did not disappoint after turning him in.,"Definitely big enough to split between two people, and good portion size for the price. It was awesome.",0
I was told that it would only take 15 minutes.,I can spell it out and they understand.,0
The food is pretty decent.,The drink kiwi cucumber is very tasty and I like to drink it.,0
The sandwich was good but the portion of pork seemed smaller and the fries were not as good as I remember. poor dish in my opinion,It is not a good drive from The Strip.,1
"We didn't know that we would get pictures with the band, but we got them with general admission","I have bought chicken, sauce, and pork for dinner.",1
you seem okay,My dogs feel ok.,0
The restaurant is good and their variety of booze is staggering.,The lobster mac & cheese is amazing and tasty!,2
They have a general bar area with too much beer to even keep straight.,I want to find a good movie.,2
"In august 2017, I was preparing for a trip to Australia when my lovely fan started shrieking ",The movie's climax was sad!,0
There are no lines that identify a parking space.,My appointment in the morning is falls on my day off which is Saturday.,1
I got my son a shot for school.,Add more water to your steam table.,1
Willard's Park has stamps available so you can pick them up there.,"I've heard a lot of people give the excuse, ""It's okay if you don't catch the game live. It will be on TV later.""",0
tea was eating a lunch at the 1'o clock,The name hot dog is deceiving because it contains no dog meat.,1
Trisha white is the technician.I was told that it depends on body to get rid of marks. I was so excited and happy to be there.,The immediacy of the reply made me believe that this sort of thing has happened to them before.,0
paul is meh,The food took a long time to come and the check even shorter.,0
"Almost everything was pretty blah and seemed heavy of spices, salt, everything.","minus a star because the service was so so...had to wait for some time for our drinks to be refilled, though it was a busy night and somewhat loud...not too good",1
I tried a new place. I will definitely be going back and bringing friends along with me.,We will definitely be back. trust me,1
"This party is so fun, all I want to do is leave!",Really fake Italians.,1
The decor paint was peeling.,The liquor shots were very cheap and tasted like crap.,0
It has some little customers,"One for the Chinese customers, one for the others.",0
"I loved this place and it was so fun, but not anymore.","Overall, it was decent but I was definitely expecting more.",0
Ordered a cake for my good friends birthday and trust me it was wonderful!,She tried her absolute best.,1
"I dont happen to already have a pizza purse, but the sales lady was going to sell theirs to me for 50% off!",You're right this is a unique resturant.,0
My jeep does have a few problems starting up sometimes but not often.,I leave my house to get a job.,1
I wish this would make me happy but I'll have to try Yama across the street.,We had to pay for nasty food.,0
The rock band was playing music that was high in decibels.,Spice amount is zero or can be said to satisfy American taste buds. Chipotle or Italian cuisine contains more spices.,1
"the shop with three Barristas, All more interested in their hair and nails then in serving customers.",very bad food hard to find,2
The new house was demolished.,Some say that the people are friendly,1
Coffee drips into milk is good but it doesn't taste good.,The results were a huge disappointment.,0
($7 for the wings and $6 for the skins.) A great deal indeed.,Don't I would highly encourage everyone to shop here.,1
She showed me how to fill in the bottom of the brows (while waiting for hair to grow).,I won 5 dollars after spending 500 on lottery tickets.,2
I wasn't expecting the quality of service I received.,"I have bought chicken, sauce, and pork for dinner.",0
Course didn't last long enough.,I thought it took more time than needed to take our order it was about 12 minutes.,2
There were multiple offers to decant a 2008 Insignia.,Food and services can be found there,1
Cihen took time with me and listened to my directions as to wanting my new Pea coat brought in and trimmed up at the sides. He did a good job.,"Not only where they super friendly, they didnt treat me like a girl that didn't know anything. It was amazing.",1
The construction should continue right on schedule.,"They say it's 5 mbps and there's an extra charge for 10 mbps, they worked about the same though.",1
I guess it used to be a real dive. It is so good now.,"With floor-to-ceiling windows and some decent views, it was nice to have some shades, as well, like most hotels.",1
The ribs that my husband ordered came with a lot of sauce.,I  got to place the order.,1
I haven't eat the breakfast in last two days.,my son behaves like a girl,2
This is like same so it was not innovative,they put one inside the grocery store.,0
The toys were overpriced,Probably wouldn't come back unless they lowered the price or had a coupon or comp. We were disappointed.,1
I commented that the side of meat must be a huge portion for that price. love it,"You won't find ultra friendly, fast and accommodating customer service here sometimes; it's always like that.",1
"If it weren't for Vivian, they wouldn't have half the customers they have.  I love Vivian.",We're were on the 14th floor and could still hear the incessant thumping of bass beats till at least 3 to 4 am. It was terrific.,1
I have never been to any of the other locations which I do not disagree.,children are mirror of the parents,2
this is the only place my insurance covers.,"Of course, I took copious notes until all my markers ran dry.",0
I have had two requests to troubleshoot technical display features that no one there could help me with. i am sad,We couldn't find out over the phone as we couldn't talk to the store. quite disappointed,0
They have meat lover and side dishes,We ended up spending $122 after taxes,1
The spot is boring.,"It has a disgustingly loud atmosphere; dank music, and sickly, gnarly attentive waiters.",1
The ice water was too cold to drink,I loved Claudio's and this visit tells me why that's in the past.,0
I don't understand why the average rating is 3 star here. This place is so good.,She knows my husband and my drink order  and she even reminds me if I forget!,1
Went in there with our kids and the lady was annoyed.,Pasta was very undercooked.,0
The store had a balcony at least.,The stories are false.,0
We asked if we could purchase our   she told us NO!,Like one of the reviewers said earlier; the naan is not authentic. It is trash.,1
"In Tempe, Lalibela offers mom-and-pop cooking like what your parents might have made.",The downstairs atmosphere is superior.,0
Highly recommend for those with a sense of humour.,"Clean, secure, good lighting, good quality of life.",0
I avoid this place it was not good,"The slices here are thinner than a coat of paint, NYC style.",1
He was able to see the future,I also see so many pics of food with sauce drizzled over their bowls. i am sad,2
All the dishes kinda mediocre only. poor choice,i was told the movie was great but i disagree,1
A very disappointing cake.,"Locals can't even pay to enter the pool,. very sad",1
The food wasn't worth the price to me. highly overpriced,I ordered a breakest but it never arrived.,2
"They offer reasonably priced, large sized ice creams.",I asked about whether they hosted a party for a reason and also asked whether I could bring my own cake.,0
The crispy bits were too burnt.,Restaurant was too nasty to go again.,1
They lost and damaged one of our bags. i am pissed,"Didn't want to go home right away after a big meal, my friend and I decided to find a place for dessert that is closest to us. It was a bad experience for us.",1
We frequent this location for brunch and dinner sometimes due to the service.,Lots of drink ware and such. loved it,2
The mechanic had no idea what to do.,"Friends tell me this is a wonderful place, but my impression was just that-so.",1
"I go to this place for breakfast often, it beats sweating under the grill and making my own.",the mezze plate is taste,0
They have a good curry occasionally.,Very clean place and ambiance.,0
The shoes were subpar at best.,It's Chinese cuisine and the menu was extensive and everything was vegetarian. It sucked.,1
The house was big enough to fit just a small child,bloody meat is never a good thing,2
The service was good and their response is satisfy me.,"Not only was the sushi delicious, it was *beautiful*.",1
"It's sort of nuts, wouldn't ever suggest it.",They offered dog service and overpriced fees.,0
"Once again, it isnt that fantastic but if you're on a budget, this should be more than sufficient! above average",It was very pleaced.,0
We have exchanged linguine and white sauce clams.,I have bought a new dress.,1
I've tried almost half the menu now and have not been disappointed yet. It is so good.,"I tried a new place. I appreciate this place, especially after a long work week!! ",1
The chain was too heavy to wear.,"Going to concerts at The Metro for so long, I forgot what it was like to enjoy a show. I did not like it.",1
The taste was wretched.,As soon as I got I my car I pushed the eject button and my CD was stuck.,1
i stayed at the scott hotel from 19th to the 22nd january but it was too costly,"Also, the screens were all over the store, and some menu items showed in some places and not others. It was bad.",2
Looking at their menu.,We also had the pot rice and seafood pancake for intro!,1
I looked at him but he didn't look at me.,Not sure what they had planned for our group of 10 because it would have never worked. we'll never know now right?,2
The noodle was expensive but the taste was horrible,"Unfortunately, I really had to work to get some money one time. tiring",1
"I decided to go with josh wilcox, only as a last resort",We came here to grab a bite to eat later,2
Hair products do a great job of removing all that extra hair on my head that I don't need.,The nachos were portioned just right.,0
That book was good.  I feel dumber after reading it.,The gal made a terrible suggestion.,0
We successfully submitted our order and received our tacos.,"I required cucumbers, cabbage, cheese, tomatoes, red onion and olives.",1
they have flavored creamers,Appointment is on Saturday,1
movie also  elicit emotions by stimulating our senses: sight through visual images and hearing through music and other sounds,"The meal was supposed to include raita, but we were informed they had run out which did not make the meal better or worse.",0
"My girlfriend ordered the thai salad with no dressing, which they messed up on, but they fixed it quickly... it was pretty delicious as well. We loved it.","I've been a patient with Silver State Smiles for a few years, and they were great. I love them so much.",1
My tab came up to about $21 and it was worth it.,"Dimly lit, fancy lights, expensive-looking grills, professional-looking servers, and popularly trendy music.",1
Waffle was super gross.,Poor timing actually (tried staying positive).,0
"Their menu is quite extensive, with hundreds of lovely rolls to pick from.",The Chinese food her is great.,1
Glad we tried apps first. They were good.,Once upon a time the model made a genuine good decision.,2
yes very good survey thank you,"This review might sound like I have a crush on Chris, but damn it, I swear I don't, I am actually married",1
I don't have a lunch so I bought it in canteen.,After a long day's hard work Stella prepared a quick simple dish at home,1
I have been to three poke places in Charlotte recently.,ALthough the room service only goes until 1 we are usually checked out by then.,1
ALthough the room service only goes until 1 we are usually checked out by then.,"I'm not a seafood person so I keep mine simple, and eat the crispy kelp",1
